pork and beans,6.75104952080341e-08,0
seaweed salad,6.6340486090665785e-09,1
petit four,6.614532511994842e-09,0
wrap,6.573181948965612e-06,0
bruschetta,6.560095200391913e-08,1
carrot cake,6.38326232427211e-08,1
noodle,6.322442116513116e-07,0
edamame,6.317482506568162e-08,1
fish stick,6.2953729798587155e-09,0
strawberry shortcake,6.043592265525533e-08,1
entrecote,6.042026060026906e-09,0
mussel,5.981639148444629e-07,1
tiramisu,5.945937298079684e-08,1
chop suey,5.943447156653292e-08,0
refried beans,5.9399399732207314e-08,0
poached egg,5.821886739365567e-08,0
succotash,5.771669342458097e-08,0
crayfish ,5.750344840294019e-07,0
anchovy butter,5.6958406602358735e-09,0
crumpet,5.645770695394958e-08,0
ceviche,5.612842518543104e-08,1
taco,5.54981366196472e-07,1
wonton,5.4885636563417606e-08,0
tortellini,5.3636977637161465e-08,0
chicken sandwich,5.348520037973259e-08,0
moo goo gai pan,5.211578738006928e-09,0
shirred egg,5.138285248673657e-10,0
adobo,5.129371039025443e-08,0
hot dog,5.099592533808206e-07,1
mostaccioli,5.061624737401349e-09,0
poi,5.053875711258371e-07,0
tapenade,5.0480039148759204e-08,0
orzo,5.03306838983697e-08,0
cannoli,5.023248905722255e-08,1
gateau,4.9856836520367764e-08,0
miso soup,4.9785636516141984e-08,1
donut,4.864689420180923e-07,1
blancmange,4.816621329561954e-08,0
french fries,4.762043688266715e-07,1
ice cream,4.656939957214945e-06,1
apple turnover,4.65557127224403e-09,0
pizza,4.653996473535926e-06,1
apple pie,4.5556109373734444e-07,1
chicken curry,4.481584509052894e-08,1
macaron,4.451288185269853e-09,1
beef carpaccio,4.435218914355943e-09,1
chow mein,4.4324231875114695e-08,0
cheesecake,4.3927905624130403e-07,1
chicken and rice,4.368170335167232e-08,0
syllabub,4.3259249515870124e-08,0
eggs benedict,4.308684034906585e-08,1
kishke,4.25624215039111e-09,0
grilled salmon,4.193843786137741e-08,1
creme brulee,4.1344518267316666e-08,1
veal parmesan,4.082703970037516e-09,0
panna cotta,4.064117362090336e-08,1
greek salad,3.87788755273899e-08,1
tetrazzini,3.8638065469331906e-08,0
pirogi,3.863564468353786e-09,0
stuffed tomato,3.852470752130355e-09,0
upside down cake,3.848560872765638e-09,0
lasagna,3.84416608434357e-07,1
escargot,3.8127000001608735e-08,1
rigatoni,3.792310138139854e-08,0
spiny lobster ,3.779365294331871e-08,0
roast,3.7382205082536757e-06,0
ziti,3.7345871964356014e-08,0
spaghetti and meatballs,3.720339669666117e-08,0
caprese salad,3.7007923808785037e-09,1
frangipane,3.6903442413027676e-08,0
tenderloin,3.6563349770091236e-07,0
scallop,3.6151621718438776e-07,1
ambrosia ,3.527107034217991e-07,0
pad thai,3.521122687866196e-08,1
streusel,3.503491452505614e-08,0
cannelloni,3.493338782828426e-08,0
gefilte fish,3.488267785733967e-08,0
scrambled eggs,3.4814788296699817e-07,0
moussaka,3.4802253426335916e-08,0
frog legs ,3.4760149425494546e-08,0
egg roll,3.4419479599812064e-08,0
grilled cheese sandwich,3.401311654549488e-08,1
omelette,3.382428326315079e-07,1
scotch egg,3.377919693958731e-09,0
chocolate cake,3.3550478817367946e-07,1
cookie,3.332220273932762e-06,0
mousse,3.3293152101876444e-07,0
white cake,3.3142841443511983e-08,0
tagliatelle,3.267077362811843e-08,0
club sandwich,3.255242100874689e-08,1
bibimbap,3.2266027627514404e-09,1
roulade,3.2237546562785546e-08,0
crab ,3.20303980849701e-06,0
waffle,3.1778111075908555e-07,1
barbecued spareribs,3.134092549719747e-09,0
sauerkraut,3.106875705594092e-07,0
hash ,3.098633843734433e-06,0
pudding,3.064315350798097e-06,0
onion butter,3.045411693658462e-09,0
nut butter,3.034619712460884e-08,0
pasta,3.0145914973189747e-06,0
biryani,2.9679204094357203e-08,0
cheese spread,2.962929197825037e-08,0
risotto,2.941686247925901e-07,1
peking duck,2.933234775209792e-08,1
coquilles saint jacques,2.929582808980369e-10,0
pho,2.8806447829876625e-07,1
couscous,2.863797385899147e-07,0
stuffed cabbage,2.7893383047761233e-08,0
carbonnade flamande,2.7420548470713513e-10,0
buffalo wing,2.731928808175077e-09,0
stew,2.730304826670249e-06,0
scrapple,2.728477488389558e-08,0
cockle ,2.7267953406351353e-07,0
chicken wing,2.7198510443859902e-08,1
coq au vin,2.7171179847740312e-08,0
souffle,2.682648445606617e-07,0
chicken paprika,2.6783211950348607e-09,0
lobster butter,2.6479428111986225e-09,0
garlic butter,2.62550848562082e-08,0
gyro,2.625101932496321e-07,0
applesauce,2.619584499319316e-07,0
welsh rarebit,2.6074532546993545e-08,0
baked beans,2.588174693451961e-07,0
oyster,2.581512354993265e-06,1
sausage,2.4482514007218015e-06,0
croquette,2.4460333564180203e-08,0
vol au vent,2.4446290755597566e-09,0
french onion soup,2.4312270488491272e-08,1
puff,2.406921481679092e-06,0
stuffed peppers,2.3768210261065903e-08,0
honey cake,2.3635525203680174e-08,0
brisket,2.3610418220521012e-07,0
samosa,2.355443601970153e-08,1
sloppy joe,2.3435702579954754e-08,0
kabob,2.3342364312284314e-08,0
profiterole,2.3327243782456097e-09,0
manicotti,2.3236095797463108e-08,0
potpie,2.321601901000836e-08,0
spice cake,2.291693398936978e-08,0
kedgeree,2.2532919696782727e-08,0
foie gras,2.246470677258472e-07,1
coconut cake,2.244311886334671e-08,0
dumpling,2.244251235961059e-07,1
beef stroganoff,2.20458952135405e-08,0
reuben,2.201936126766668e-06,0
clam dip,2.197602672754373e-09,0
ravioli,2.1924975612819253e-07,1
chicken quesadilla,2.188458164686935e-09,1
stew meat,2.1828241547616756e-08,0
bean dip,2.1659043780708487e-08,0
lobster ,2.1415711870531595e-06,0
baked alaska,2.0991050366653274e-08,0
baby back ribs,2.096197571077596e-08,0
spring roll,2.083839038651003e-08,1
hummus,2.073857947593183e-07,1
huitre ,2.0645841286581756e-09,0
osso buco,2.0506618708671098e-08,0
chili,2.0425157538639382e-06,0
sukiyaki,2.0304141958027433e-08,0
burrito,2.0229246544545276e-07,0
huevos rancheros,1.9794685069893236e-08,1
crab cake,1.907977445134157e-08,1
beet salad,1.884733293044949e-08,1
lobster bisque,1.883300210225869e-08,1
galantine,1.877985067455512e-08,0
steak tartare,1.8771722898325294e-08,0
knish,1.8659987955846336e-08,0
cupcake,1.8616419317218913e-07,1
scallopine,1.860121754543309e-09,0
lutefisk,1.8557051992273976e-08,0
prune cake,1.8505189255946242e-09,0
zabaglione,1.8479216462585768e-08,0
spaghetti bolognese,1.8476037907944054e-08,1
cruller,1.8458012229771725e-08,0
chicken marengo,1.8260625685162513e-09,0
boiled egg,1.7968567544990321e-07,0
macaroni and cheese,1.7920516626190874e-07,1
sauerbraten,1.7823587147858255e-08,0
limpet ,1.767632102356309e-07,0
flan,1.7622144210527324e-07,0
beef wellington,1.7474064521738608e-08,0
farfalle,1.73469229605705e-08,0
french toast,1.7297659715698188e-07,1
rock cake,1.7282372755111908e-09,0
bacon and eggs,1.725454776835278e-07,0
guacamole,1.7245398631349218e-07,1
bubble and squeak,1.7229099633087053e-08,0
friedcake,1.695480908447955e-10,0
fish and chips,1.6852239426157212e-07,1
marble cake,1.675347746643574e-08,0
salisbury steak,1.6582774049755944e-08,0
french pastry,1.6219151036112045e-08,0
beef tartare,1.576804263547782e-09,1
cheese dip,1.5764116064603817e-08,0
spanish rice,1.5653432744455742e-08,0
tuna burger,1.5320957003073232e-09,0
hamburger,1.5203001200170263e-06,1
penne,1.518086003571284e-07,0
scotch woodcock,1.5078847614979907e-09,0
tamale,1.5019056104348394e-07,0
churro,1.493845203093258e-08,1
fritter,1.4889758714886625e-07,0
veal cordon bleu,1.4751694588088782e-09,0
nacho,1.474466398976304e-07,1
chicken kiev,1.4703594460041547e-08,0
red velvet cake,1.4621802865710798e-08,1
meat loaf ,1.456782652287103e-07,0
fondue,1.4386285285272749e-07,0
frozen dessert,1.4167550077548441e-08,0
poutine,1.4167022222011383e-08,1
eccles cake,1.3952383935700308e-09,0
tart,1.375417470583784e-06,0
sausage roll,1.3712269947979694e-08,0
compote,1.3670156673306622e-07,0
pavlova,1.360910482084421e-07,0
cheese plate,1.356875428681903e-08,1
breakfast burrito,1.347411926477804e-08,1
pulled pork sandwich,1.3200612825059466e-09,1
tostada,1.3041326431956213e-08,0
teacake,1.3013126354266547e-08,0
fried calamari,1.2914845887168624e-08,1
pepper steak,1.2839236257500275e-08,0
blood clam,1.2722204192905373e-10,0
shrimp butter,1.2529498324281851e-09,0
fruitcake,1.234928809212832e-07,0
pound cake,1.2244153002605174e-07,0
paella,1.216167947459823e-07,1
vermicelli,1.2135696059178969e-07,0
haggis,1.206120341934458e-07,0
meatball,1.1949439898684133e-07,0
sponge cake,1.1860864401747051e-07,0
fried rice,1.1678322159314192e-07,1
bread pudding,1.1669705890504645e-07,1
lamb ,1.1550372043700463e-05,0
porridge,1.1385681162323635e-06,0
peanut butter,1.1376127484474807e-06,0
pork chop,1.1207407310531714e-07,1
sashimi,1.1191249366104827e-07,1
prime rib,1.1116869591543121e-07,1
croque madame,1.1111521702744653e-09,1
ramen,1.1072239646664483e-07,1
cottage pie,1.1052728510207999e-08,0
genoise,1.0966082625296636e-08,0
beef bourguignonne,1.0916361928986484e-09,0
pie crust,1.09030872108562e-07,0
matzo ball,1.084422007052721e-08,0
ham and eggs,1.0778381365206258e-07,0
strudel,1.0686853013641695e-07,0
pilaf,1.0672290484681213e-07,0
peach melba,1.058557193289733e-08,0
clam ,1.0507880983112727e-06,0
crumb cake,1.0436134165181521e-08,0
filet mignon,1.0429008701073883e-07,1
caesar salad,1.0288868079744162e-07,1
gnocchi,1.0207624023816919e-07,1
beignet,1.0131091410237048e-08,1
falafel,1.0061889010870573e-07,1
sea newburg,-1,0
rugulah,-1,0
pimento butter,-1,0
lobster roll sandwich,-1,1
french fritter,-1,0
escalope de veau orloff,-1,0
chicken provencale,-1,0
barbecued wing,-1,0
bacon lettuce tomato sandwich,-1,0
